,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
224,Megan Walsh,ie IRL,GK,Yeovil Town,23,1994,20,20,1800,20.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.7,0.7,0.00,0.04,0.04,0.00,0.04,Matches,8694b82e
225,Lia Wälti,ch SUI,MF,Arsenal,25,1993,12,12,1058,11.8,0,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,0.4,0.4,0.6,1.0,0.04,0.05,0.09,0.04,0.09,Matches,5410bdaa
226,Caroline Weir,sct SCO,MFFW,Manchester City,23,1995,18,16,1346,15.0,5,5,5,0,0,0,0,0.33,0.33,0.67,0.33,0.67,3.9,3.9,7.2,11.1,0.26,0.48,0.74,0.26,0.74,Matches,b30c8ad2
227,Charlie Wellings,eng ENG,FWMF,Birmingham City,20,1998,20,17,1587,17.6,3,4,3,0,0,0,0,0.17,0.23,0.40,0.17,0.40,2.5,2.5,4.7,7.2,0.14,0.26,0.41,0.14,0.41,Matches,af308521
228,Aileen Whelan,eng ENG,MFFW,Brighton,26,1991,20,20,1723,19.1,1,2,1,0,0,0,0,0.05,0.10,0.16,0.05,0.16,1.8,1.8,2.7,4.5,0.09,0.14,0.23,0.09,0.23,Matches,11c33ab6
229,Fern Whelan,eng ENG,DFMF,Brighton,29,1988,7,7,613,6.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.7,0.02,0.09,0.11,0.02,0.11,Matches,ea0eebef
230,Ellen White,eng ENG,FW,Birmingham City,29,1989,8,7,647,7.2,6,1,6,0,0,0,0,0.83,0.14,0.97,0.83,0.97,4.8,4.8,0.2,5.0,0.66,0.03,0.69,0.66,0.69,Matches,87740aba
231,Fara Williams,eng ENG,MFFW,Reading,34,1984,20,20,1725,19.2,11,3,9,2,3,1,0,0.57,0.16,0.73,0.47,0.63,6.9,4.6,3.7,8.3,0.36,0.19,0.56,0.24,0.43,Matches,8054c3f7
232,Paige Williams,eng ENG,DF,Birmingham City,23,1995,12,12,1035,11.5,0,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.2,0.2,1.0,1.2,0.02,0.09,0.11,0.02,0.11,Matches,f49e0ece
233,Victoria Williams,eng ENG,DF,Brighton,28,1990,19,19,1710,19.0,2,1,2,0,0,4,0,0.11,0.05,0.16,0.11,0.16,1.1,1.1,0.5,1.6,0.06,0.02,0.08,0.06,0.08,Matches,fd4f768b
234,Leah Williamson,eng ENG,DF,Arsenal,21,1997,19,18,1602,17.8,1,2,1,0,0,1,0,0.06,0.11,0.17,0.06,0.17,0.8,0.8,1.3,2.1,0.04,0.07,0.12,0.04,0.12,Matches,9a40ae1f
235,Poppy Wilson,eng ENG,MF,Bristol City,18,1999,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,d3dd88b4
236,Lily Woodham,wls WAL,DFMF,Reading,17,2000,4,1,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.09,0.09,0.00,0.09,Matches,828d664e
237,Jessica Wooley,eng ENG,MF,Bristol City,17,2001,4,1,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.04,0.04,0.00,0.04,Matches,689223d5
238,Siri Worm,nl NED,DF,Everton,26,1992,13,11,854,9.5,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.0,0.0,0.7,0.7,0.00,0.08,0.08,0.00,0.08,Matches,ef3ae457
239,Tessa Wullaert,be BEL,FWMF,Manchester City,25,1993,18,14,1253,13.9,3,4,3,0,0,0,0,0.22,0.29,0.50,0.22,0.50,1.7,1.7,3.9,5.6,0.12,0.28,0.41,0.12,0.41,Matches,54a6f718
