,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
224,Caroline Weir,sct SCO,MF,Manchester City,24,1995,16,16,1440,16.0,3,5,3,0,0,1,0,0.19,0.31,0.50,0.19,0.50,2.3,2.3,5.2,7.5,0.14,0.32,0.47,0.14,0.47,Matches,b30c8ad2
225,Charlie Wellings,eng ENG,FWMF,Bristol City,21,1998,13,13,1156,12.8,1,0,1,0,1,0,0,0.08,0.00,0.08,0.08,0.08,1.7,1.1,0.4,1.4,0.13,0.03,0.16,0.08,0.11,Matches,af308521
226,Aileen Whelan,eng ENG,MFFW,Brighton,27,1991,16,16,1423,15.8,5,1,5,0,0,2,0,0.32,0.06,0.38,0.32,0.38,4.0,4.0,1.7,5.8,0.26,0.11,0.37,0.26,0.37,Matches,11c33ab6
227,Fern Whelan,eng ENG,DF,Brighton,30,1988,3,3,258,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03,Matches,ea0eebef
228,Lucy Whipp,eng ENG,MFFW,Birmingham City,23,1995,13,11,947,10.5,1,0,1,0,0,0,0,0.10,0.00,0.10,0.10,0.10,0.3,0.3,0.2,0.5,0.03,0.02,0.05,0.03,0.05,Matches,3795257f
229,Ellen White,eng ENG,FW,Manchester City,30,1989,12,10,857,9.5,6,3,6,0,0,0,0,0.63,0.32,0.95,0.63,0.95,6.9,6.9,1.4,8.3,0.73,0.14,0.87,0.73,0.87,Matches,87740aba
230,Fara Williams,eng ENG,MFFW,Reading,35,1984,14,14,1214,13.5,5,6,3,2,3,0,0,0.37,0.44,0.82,0.22,0.67,5.9,3.6,4.5,8.1,0.44,0.33,0.77,0.26,0.60,Matches,8054c3f7
231,Rachel Williams,eng ENG,FW,Birmingham City,31,1988,10,9,812,9.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.4,1.4,0.11,0.04,0.15,0.11,0.15,Matches,2fa8aa92
232,Victoria Williams,eng ENG,DF,Brighton,29,1990,12,11,1001,11.1,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,1.1,0.3,0.0,0.3,0.10,0.00,0.10,0.03,0.03,Matches,fd4f768b
233,Leah Williamson,eng ENG,DFMF,Arsenal,22,1997,15,15,1290,14.3,1,2,1,0,0,0,0,0.07,0.14,0.21,0.07,0.21,1.0,1.0,0.9,1.9,0.07,0.06,0.13,0.07,0.13,Matches,9a40ae1f
234,Georgia Wilson,eng ENG,MFFW,Bristol City,17,2002,8,5,397,4.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.01,0.04,0.03,0.04,Matches,177a82f4
235,Siri Worm,nl NED,DF,Tottenham,27,1992,10,10,728,8.1,1,1,1,0,0,1,0,0.12,0.12,0.25,0.12,0.25,0.1,0.1,0.2,0.3,0.01,0.02,0.03,0.01,0.03,Matches,ef3ae457
236,Tessa Wullaert,be BEL,FWMF,Manchester City,26,1993,13,10,872,9.7,3,1,3,0,0,2,0,0.31,0.10,0.41,0.31,0.41,2.4,2.4,2.3,4.8,0.25,0.24,0.49,0.25,0.49,Matches,54a6f718
237,Megan Wynne,wls WAL,FWMF,Bristol City,26,1993,3,0,123,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.08,0.00,0.08,0.08,0.08,Matches,f3b63087
238,Megan Wynne,wls WAL,DFFW,Tottenham,26,1993,3,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,f3b63087
239,Katie Zelem,eng ENG,MF,Manchester Utd,23,1996,14,13,1147,12.7,5,2,1,4,4,4,0,0.39,0.16,0.55,0.08,0.24,4.1,0.9,3.1,4.1,0.32,0.24,0.57,0.07,0.32,Matches,213a7877
240,Manuela Zinsberger,at AUT,GK,Arsenal,23,1995,12,12,1080,12.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,c7dc2a33
