,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
224,Jill Scott,eng ENG,MF,Everton,33,1987,11,11,969,10.8,2,0,2,0,0,2,0,0.19,0.00,0.19,0.19,0.19,1.2,1.2,0.3,1.6,0.11,0.03,0.15,0.11,0.15,Matches,bb3bd078
225,Caroline Siems,de GER,DF,Aston Villa,21,1999,13,10,948,10.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,1.0,0.04,0.06,0.10,0.04,0.10,Matches,aa747108
226,Jessica Sigsworth,eng ENG,FWMF,Manchester Utd,25,1994,14,6,580,6.4,3,1,3,0,0,3,0,0.47,0.16,0.62,0.47,0.62,1.7,1.7,0.5,2.2,0.27,0.08,0.34,0.27,0.34,Matches,8f0c718e
227,Diana Silva,pt POR,FW,Aston Villa,25,1995,14,4,523,5.8,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,0.6,0.6,0.3,0.9,0.11,0.06,0.16,0.11,0.16,Matches,2e508c2f
228,Emily Simpkins,eng ENG,MFFW,Brighton,30,1990,14,7,531,5.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.07,0.00,0.07,0.07,0.07,Matches,6648899b
229,Kiera Skeels,eng ENG,DFMF,Bristol City,19,2001,10,9,823,9.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.01,0.00,0.02,0.01,0.02,Matches,56711af8
230,Kirsty Smith,sct SCO,DF,Manchester Utd,26,1994,13,11,1057,11.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.3,0.01,0.02,0.03,0.01,0.03,Matches,74734dd2
231,Cho So-hyun,kr KOR,MFDF,West Ham,32,1988,9,8,699,7.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.03,0.02,0.05,0.03,0.05,Matches,4c004d8c
232,Cho So-hyun,kr KOR,MF,Tottenham,32,1988,7,5,383,4.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.03,0.05,0.02,0.05,Matches,4c004d8c
233,Ji So-yun,kr KOR,MF,Chelsea,29,1991,19,16,1307,14.5,2,1,2,0,0,2,0,0.14,0.07,0.21,0.14,0.21,1.5,1.5,2.8,4.2,0.10,0.19,0.29,0.10,0.29,Matches,60d80b92
234,Drew Spence,jm JAM,MF,Chelsea,27,1992,8,2,249,2.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.12,0.03,0.15,0.12,0.15,Matches,8983fe4a
235,Rebecca Spencer,jm JAM,GK,Tottenham,29,1991,16,16,1440,16.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,c207731f
236,Lucy Staniforth,eng ENG,MFFW,Manchester Utd,27,1992,14,6,670,7.4,0,2,0,0,0,2,0,0.00,0.27,0.27,0.00,0.27,1.1,1.1,3.5,4.7,0.15,0.48,0.63,0.15,0.63,Matches,2ee41ad7
237,Georgia Stanway,eng ENG,FWMF,Manchester City,21,1999,21,16,1489,16.5,5,1,5,0,0,1,0,0.30,0.06,0.36,0.30,0.36,6.5,6.5,0.9,7.4,0.39,0.06,0.45,0.39,0.45,Matches,89c43b54
238,Demi Stokes,eng ENG,DF,Manchester City,28,1991,10,8,731,8.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.6,0.03,0.04,0.07,0.03,0.07,Matches,a49a1c85
239,Rebekah Stott,nz NZL,DF,Brighton,27,1993,7,5,419,4.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.05,0.02,0.06,0.05,0.06,Matches,c2b6ba64
240,Abbey-Leigh Stringer,eng ENG,MFDF,Everton,25,1995,14,8,695,7.7,0,1,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,0.8,0.8,0.1,0.9,0.11,0.01,0.12,0.11,0.12,Matches,d2fb8712
241,Elish Sulola,eng ENG,MF,Tottenham,,,2,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,1c2a87d9
242,Kateřina Svitková,cz CZE,DFMF,West Ham,24,1996,15,13,1032,11.5,3,0,3,0,0,2,0,0.26,0.00,0.26,0.26,0.26,1.1,1.1,1.7,2.8,0.09,0.15,0.25,0.09,0.25,Matches,556448dd
243,Emily Syme,eng ENG,MF,Aston Villa,20,2000,15,1,273,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.02,0.08,0.09,0.02,0.09,Matches,abf0120b
244,Maisie Symonds,eng ENG,MFFW,Brighton,17,2003,2,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.22,0.22,0.00,0.22,Matches,118413ec
245,Nicoline Sørensen,dk DEN,FW,Everton,22,1997,22,14,1310,14.6,2,3,2,0,0,1,0,0.14,0.21,0.34,0.14,0.34,1.6,1.6,4.1,5.7,0.11,0.28,0.39,0.11,0.39,Matches,a027d0c8
246,Carly Telford,eng ENG,GK,Chelsea,33,1987,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,a428bcd0
247,Martha Thomas,sct SCO,FW,West Ham,24,1996,16,14,1235,13.7,4,1,4,0,0,1,0,0.29,0.07,0.36,0.29,0.36,5.0,5.0,1.6,6.6,0.36,0.12,0.48,0.36,0.48,Matches,39e9f635
248,Maria Thorisdottir,no NOR,DF,Manchester Utd,27,1993,6,4,379,4.2,0,1,0,0,0,1,0,0.00,0.24,0.24,0.00,0.24,0.1,0.1,0.4,0.4,0.02,0.08,0.10,0.02,0.10,Matches,8ee86892
249,Maria Thorisdottir,no NOR,DF,Chelsea,27,1993,2,1,81,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.06,0.04,0.10,0.06,0.10,Matches,8ee86892
250,Ella Toone,eng ENG,MFFW,Manchester Utd,20,1999,22,21,1776,19.7,9,5,7,2,2,1,0,0.46,0.25,0.71,0.35,0.61,8.0,6.4,3.1,9.5,0.41,0.15,0.56,0.33,0.48,Matches,ea1a4530
251,Destiney Toussaint,eng ENG,MFFW,Birmingham City,,,6,1,74,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,b58e1030
252,Amy Turner,eng ENG,DF,Manchester Utd,29,1991,21,19,1744,19.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.02,0.02,0.04,0.02,0.04,Matches,a21edf38
253,Danielle Turner,eng ENG,DF,Everton,29,1991,14,14,1129,12.5,1,0,1,0,0,0,0,0.08,0.00,0.08,0.08,0.08,0.8,0.8,0.2,1.0,0.06,0.01,0.08,0.06,0.08,Matches,cdcfea31
254,Millie Turner,eng ENG,DF,Manchester Utd,24,1996,22,22,1980,22.0,2,0,2,0,0,1,0,0.09,0.00,0.09,0.09,0.09,2.0,2.0,1.1,3.0,0.09,0.05,0.14,0.09,0.14,Matches,53926a7a
255,Laura Vetterlein,de GER,DFMF,West Ham,28,1992,17,16,1327,14.7,0,1,0,0,0,5,1,0.00,0.07,0.07,0.00,0.07,0.2,0.2,0.4,0.6,0.01,0.03,0.04,0.01,0.04,Matches,6f74ae1e
256,Claudia Walker,eng ENG,FW,Birmingham City,24,1996,21,20,1825,20.3,5,0,5,0,1,0,0,0.25,0.00,0.25,0.25,0.25,2.9,2.2,0.7,2.8,0.14,0.03,0.18,0.11,0.14,Matches,fcdb5047
257,Keira Walsh,eng ENG,MF,Manchester City,23,1997,20,20,1776,19.7,2,2,2,0,0,0,0,0.10,0.10,0.20,0.10,0.20,0.4,0.4,1.9,2.4,0.02,0.10,0.12,0.02,0.12,Matches,ca934b6b
258,Megan Walsh,ie IRL,GK,Brighton,25,1994,15,15,1350,15.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,8694b82e
259,Lia Wälti,ch SUI,MFDF,Arsenal,27,1993,20,18,1567,17.4,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,0.0,0.0,1.1,1.1,0.00,0.06,0.06,0.00,0.06,Matches,5410bdaa
260,Caroline Weir,sct SCO,MF,Manchester City,25,1995,20,17,1440,16.0,8,3,8,0,1,0,0,0.50,0.19,0.69,0.50,0.69,6.2,5.4,3.8,9.2,0.39,0.24,0.62,0.34,0.57,Matches,b30c8ad2
261,Lisa Weiß,de GER,GK,Aston Villa,32,1987,21,21,1890,21.0,0,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches,8699d87d
262,Charlie Wellings,eng ENG,MFFW,Bristol City,22,1998,20,17,1459,16.2,2,1,2,0,0,2,0,0.12,0.06,0.19,0.12,0.19,2.4,2.4,1.3,3.7,0.15,0.08,0.23,0.15,0.23,Matches,af308521
263,Amy West,eng ENG,MF,Aston Villa,23,1997,6,2,215,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,5fe6900a
264,Aileen Whelan,eng ENG,FWMF,Brighton,28,1991,22,22,1966,21.8,4,0,4,0,0,0,0,0.18,0.00,0.18,0.18,0.18,3.0,3.0,1.2,4.1,0.14,0.05,0.19,0.14,0.19,Matches,11c33ab6
265,Lucy Whipp,eng ENG,MF,Birmingham City,24,1995,20,12,1248,13.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.01,0.02,0.01,0.02,Matches,3795257f
266,Ellen White,eng ENG,FW,Manchester City,31,1989,22,19,1534,17.0,10,5,10,0,0,1,0,0.59,0.29,0.88,0.59,0.88,9.5,9.5,1.9,11.4,0.55,0.11,0.67,0.55,0.67,Matches,87740aba
267,Fara Williams,eng ENG,MFFW,Reading,36,1984,17,14,1088,12.1,3,1,1,2,2,2,0,0.25,0.08,0.33,0.08,0.17,2.7,1.2,1.1,2.3,0.23,0.09,0.32,0.10,0.19,Matches,8054c3f7
268,Lydia Williams,au AUS,GK,Arsenal,32,1988,9,9,810,9.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ccf22f56
269,Rachel Williams,eng ENG,FWMF,Tottenham,32,1988,12,6,541,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.5,1.3,0.14,0.09,0.22,0.14,0.22,Matches,2fa8aa92
270,Victoria Williams,eng ENG,DF,Brighton,30,1990,17,15,1354,15.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.7,0.04,0.01,0.05,0.04,0.05,Matches,fd4f768b
271,Leah Williamson,eng ENG,DF,Arsenal,23,1997,20,18,1674,18.6,1,2,1,0,0,2,0,0.05,0.11,0.16,0.05,0.16,1.2,1.2,1.3,2.4,0.06,0.07,0.13,0.06,0.13,Matches,9a40ae1f
272,Georgia Wilson,eng ENG,MF,Bristol City,18,2002,2,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,177a82f4
273,Alicia Window,,FW,Manchester City,,,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,5a277dd5
274,Lily Woodham,wls WAL,DF,Reading,19,2000,12,10,896,10.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.7,0.04,0.04,0.07,0.04,0.07,Matches,828d664e
275,Jessica Wooley,eng ENG,FW,Bristol City,19,2001,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,689223d5
276,Siri Worm,nl NED,DF,Tottenham,28,1992,13,11,1024,11.4,2,3,2,0,0,2,0,0.18,0.26,0.44,0.18,0.44,0.4,0.4,1.2,1.7,0.04,0.11,0.15,0.04,0.15,Matches,ef3ae457
277,Lotte Wubben-Moy,eng ENG,DF,Arsenal,21,1999,17,12,1123,12.5,2,0,2,0,0,2,0,0.16,0.00,0.16,0.16,0.16,1.6,1.6,0.1,1.7,0.12,0.01,0.14,0.12,0.14,Matches,f254ebd6
278,Shelina Zadorsky,ca CAN,DF,Tottenham,27,1992,20,20,1800,20.0,0,1,0,0,0,0,0,0.00,0.05,0.05,0.00,0.05,0.2,0.2,0.1,0.4,0.01,0.01,0.02,0.01,0.02,Matches,23aceac3
279,Katie Zelem,eng ENG,MF,Manchester Utd,24,1996,18,16,1268,14.1,2,2,2,0,0,3,0,0.14,0.14,0.28,0.14,0.28,2.6,2.6,2.2,4.8,0.18,0.16,0.34,0.18,0.34,Matches,213a7877
280,Manuela Zinsberger,at AUT,GK,Arsenal,24,1995,13,13,1170,13.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,c7dc2a33
